strategy_id,asset,family,gross_sr,net_sr_18bp,trades_yr,cost_drag_pct,T
ETH_sma_50_200,ETH,sma_cross,0.8242093062198109,0.8193922751411747,0.8018181818181819,0.26076297021049405,2200
ETH_sma_50_300,ETH,sma_cross,0.5164802258170841,0.5129481497770344,0.5727272727272728,0.5818981684383179,2200
ETH_sma_100_150,ETH,sma_cross,0.9956019040121851,0.9906736326964057,0.8018181818181819,0.15326507325702385,2200
ETH_sma_100_200,ETH,sma_cross,0.5903346690887559,0.5855102019055488,0.8018181818181819,0.5780027820770655,2200
ETH_sma_100_300,ETH,sma_cross,0.20860874161849774,0.20508713501847464,0.5727272727272728,5.40034315608366,2200
ETH_rsi_2_20_50,ETH,rsi_meanrev,-0.4160954151544323,-0.66373133167246,55.78363636363637,87659.99999999999,2200
ETH_rsi_2_20_60,ETH,rsi_meanrev,-0.2705061855538416,-0.47525023204467537,49.59818181818182,77940.0,2200
ETH_rsi_2_20_70,ETH,rsi_meanrev,-0.20888822191972914,-0.3753249611114612,42.26727272727273,66420.0,2200
ETH_rsi_2_25_50,ETH,rsi_meanrev,-0.3890539490398464,-0.6457664899026856,58.53272727272728,91980.0,2200
ETH_rsi_2_25_60,ETH,rsi_meanrev,-0.25912114148658816,-0.4708853806608074,51.660000000000004,81180.0,2200
ETH_rsi_2_25_70,ETH,rsi_meanrev,-0.19418039039480905,-0.36582561262644114,43.870909090909095,68940.0,2200
ETH_rsi_2_30_50,ETH,rsi_meanrev,-0.35707519678895755,-0.6228615017748698,61.28181818181819,96300.0,2200
ETH_rsi_2_30_60,ETH,rsi_meanrev,-0.2695348395864334,-0.4856729241746952,53.03454545454546,83340.0,2200
ETH_rsi_2_30_70,ETH,rsi_meanrev,-0.20783206448810992,-0.38021984109848206,44.329090909090915,69660.00000000001,2200
ETH_rsi_5_20_50,ETH,rsi_meanrev,-0.7368252470297416,-0.8553214559397121,22.33636363636364,35099.99999999999,2200
ETH_rsi_5_20_60,ETH,rsi_meanrev,-0.7383095221159219,-0.8362628187545853,20.503636363636364,32220.000000000004,2200
ETH_rsi_5_20_70,ETH,rsi_meanrev,-0.6917936705783959,-0.7762816914742632,18.441818181818185,28980.0,2200
ETH_rsi_5_25_50,ETH,rsi_meanrev,-0.7917299049785651,-0.9135665446338985,23.94,37620.0,2200
ETH_rsi_5_25_60,ETH,rsi_meanrev,-0.7295769577811623,-0.8305655249996848,21.87818181818182,34380.0,2200
ETH_rsi_5_25_70,ETH,rsi_meanrev,-0.6775985777034922,-0.7647890183428794,19.58727272727273,30779.999999999996,2200
ETH_rsi_5_30_50,ETH,rsi_meanrev,-0.8391181804054849,-0.9661329334051849,26.46,41579.99999999999,2200
ETH_rsi_5_30_60,ETH,rsi_meanrev,-0.7158668932636449,-0.8228005930294597,23.710909090909094,37260.0,2200
ETH_rsi_5_30_70,ETH,rsi_meanrev,-0.643670518180905,-0.7366563072791844,21.42,33660.0,2200
ETH_rsi_14_20_50,ETH,rsi_meanrev,-0.8582035203816668,-0.882982435238053,3.894545454545455,6120.0,2200
ETH_rsi_14_20_60,ETH,rsi_meanrev,-0.6779604343600053,-0.7013718058210168,3.894545454545455,6120.0,2200
ETH_rsi_14_20_70,ETH,rsi_meanrev,-0.933375432306066,-0.9451373378878081,2.52,3960.0,2200
ETH_rsi_14_25_50,ETH,rsi_meanrev,-0.9038202132565608,-0.9319995899934568,5.154545454545455,8100.0,2200
ETH_rsi_14_25_60,ETH,rsi_meanrev,-0.7509219320789459,-0.7778189410347761,5.154545454545455,8100.0,2200
ETH_rsi_14_25_70,ETH,rsi_meanrev,-0.9030905330621708,-0.9180398372226266,3.3218181818181822,5220.0,2200
ETH_rsi_14_30_50,ETH,rsi_meanrev,-0.8623581719428071,-0.8986995997886602,7.216363636363637,11340.0,2200
ETH_rsi_14_30_60,ETH,rsi_meanrev,-0.7866380758996501,-0.8194442019241045,6.758181818181819,10620.0,2200
ETH_rsi_14_30_70,ETH,rsi_meanrev,-0.9199341193916362,-0.9390845413375344,4.467272727272728,7020.000000000002,2200
ETH_rsi_21_20_50,ETH,rsi_meanrev,-0.4043639554201243,-0.42088500135988144,2.290909090909091,3600.0,2200
ETH_rsi_21_20_60,ETH,rsi_meanrev,-0.895075093353695,-0.9048704566347635,1.6036363636363637,2520.0,2200
ETH_rsi_21_20_70,ETH,rsi_meanrev,-1.0188964944389005,-1.0240664089436655,1.1454545454545455,1800.0,2200
ETH_rsi_21_25_50,ETH,rsi_meanrev,-0.5410381511110073,-0.5623765390588688,3.5509090909090912,5580.0,2200
ETH_rsi_21_25_60,ETH,rsi_meanrev,-0.7886834219821574,-0.8021160997053117,2.6345454545454547,4140.000000000001,2200
ETH_rsi_21_25_70,ETH,rsi_meanrev,-1.0039777879903329,-1.010363338113911,1.4890909090909092,2340.0,2200
ETH_rsi_21_30_50,ETH,rsi_meanrev,-0.5791586553851795,-0.6032776159484982,4.238181818181818,6660.000000000001,2200
ETH_rsi_21_30_60,ETH,rsi_meanrev,-0.7366179711304865,-0.7528098823191033,3.3218181818181822,5220.0,2200
ETH_rsi_21_30_70,ETH,rsi_meanrev,-0.9980423561101089,-1.0050353929195621,1.7181818181818183,2700.0,2200
ETH_mom_21,ETH,momentum,0.8420682742605855,0.7470745385651901,16.952727272727273,4.599691973876542,2200
ETH_mom_63,ETH,momentum,1.3602553162801079,1.330075929320206,4.696363636363637,0.36484349517593656,2200
ETH_mom_126,ETH,momentum,1.0767045671579318,1.0526269395692822,3.7800000000000002,0.6233476717741545,2200
ETH_mom_252,ETH,momentum,0.5990722587559404,0.592810346805174,1.030909090909091,0.7325380812243245,2200
ETH_brk_20,ETH,breakout,0.3484704104178145,-0.04288676104552992,37.800000000000004,121.8838988166504,2200
ETH_brk_55,ETH,breakout,0.792926293622677,0.46986570965892727,24.283636363636365,28.22095715882627,2200
ETH_brk_100,ETH,breakout,0.4716898222370503,0.15880797649470826,22.221818181818183,60.391847916040284,2200
SOL_sma_10_100,SOL,sma_cross,0.8186515761982415,0.795812362933758,4.467272727272728,1.113274470975918,2200
SOL_sma_10_150,SOL,sma_cross,0.5865471117497358,0.5724144235930219,2.6345454545454547,1.6886846625456635,2200
SOL_sma_10_200,SOL,sma_cross,0.8216106857138827,0.8066460850483671,2.6345454545454547,0.7865728444823111,2200
SOL_sma_10_300,SOL,sma_cross,1.1215638505064522,1.115554123254006,1.030909090909091,0.125296177327114,2200
SOL_sma_20_100,SOL,sma_cross,0.9085083764088194,0.8930958646782909,3.092727272727273,0.5338900157900329,2200
SOL_sma_20_150,SOL,sma_cross,0.5271282770450102,0.5142448287662713,2.4054545454545457,1.9931415685673477,2200
SOL_sma_20_200,SOL,sma_cross,0.8360012494660497,0.8263890013801114,1.7181818181818183,0.48569798418231624,2200
SOL_sma_20_300,SOL,sma_cross,1.089573498782247,1.0837395241253394,1.030909090909091,0.1352601690149287,2200
SOL_sma_50_100,SOL,sma_cross,0.6064953448447099,0.593117461629236,2.8636363636363638,1.4781384501596555,2200
SOL_sma_50_150,SOL,sma_cross,0.36982264006650367,0.360976576450685,1.7181818181818183,3.3083108711366562,2200
SOL_sma_50_200,SOL,sma_cross,0.718836742603711,0.709142623913538,1.7181818181818183,0.6988332079293429,2200
SOL_sma_50_300,SOL,sma_cross,1.0277629761295097,1.0245433741202332,0.5727272727272728,0.08836390588218934,2200
SOL_sma_100_150,SOL,sma_cross,0.2959267446827769,0.28398542893349044,2.4054545454545457,8.605375839353854,2200
SOL_sma_100_200,SOL,sma_cross,1.1012774705419186,1.0933747823190643,1.4890909090909092,0.1492908542607694,2200
