auc,pbo,net_sr,gross_sr,var_sr_is,long_pct,perm_passed,events,mc_iter,setting
0.4494331065759637,1.0,-0.7202532690034905,-0.6042716234285037,0.1443662724986696,0.6369047619047619,False,838,0,btc_daily
0.38896746817538896,1.0,2.900596356630646,3.1640010141182753,0.2827998570157123,0.449438202247191,False,889,1,btc_daily
0.45887760038703435,1.0,1.6222999672510872,1.80209357536623,0.20609676351823059,0.7391304347826086,False,919,2,btc_daily
0.5529340592861465,1.0,0.33367239087203227,0.617153858434675,0.24207959605312782,0.6242774566473989,False,865,3,btc_daily
0.46600548088216104,1.0,-0.7947650667813022,-0.5534584711166416,0.18552532057752488,0.5056818181818182,False,880,4,btc_daily
0.5905882352941177,1.0,0.19480202335524527,0.47533703429127044,0.20814497151272382,0.5988700564971752,True,882,5,btc_daily
0.5531461073586919,1.0,0.6226121021062265,0.8466194321725244,0.045681518210761,0.6684782608695652,True,917,6,btc_daily
0.3769345238095238,1.0,0.18199379971810523,0.4375609254201211,0.28275383204847915,0.6104651162790697,False,860,7,btc_daily
0.5014611338398598,1.0,0.30944187589431066,0.4724115163572924,0.1464851356781148,0.4685714285714286,False,875,8,btc_daily
0.5649481566820277,1.0,1.7962258823018975,1.982635611849867,0.21904266250546944,0.603448275862069,False,868,9,btc_daily
0.4025568181818182,1.0,-0.8414875927167411,-0.68899307139506,0.14274493147448625,0.5459770114942529,False,869,10,btc_daily
0.576804915514593,1.0,0.8104774739077676,1.0081839937624542,0.12070680086174851,0.7289156626506024,True,826,11,btc_daily
0.38485576923076925,1.0,0.35298565291898765,0.6361557598138837,0.19548285328861767,0.42391304347826086,False,917,12,btc_daily
0.5969169719169719,1.0,-1.5928248998658425,-1.5092172538082613,0.21106321804111713,0.7664670658682635,True,831,13,btc_daily
0.4644768133174792,1.0,-1.6759723510061466,-1.51004006078523,0.1745094588513008,0.4827586206896552,False,868,14,btc_daily
0.5343472317156528,1.0,-0.487523238530262,-0.32055745904872435,0.0985747389616763,0.3446327683615819,False,882,15,btc_daily
0.425976800976801,1.0,1.7472922483301514,1.8987505649781402,0.06114677005041665,0.5086705202312138,False,861,16,btc_daily
0.5756226290615207,1.0,1.0191801899278798,1.3009004755252689,0.24525912531662677,0.5852272727272727,False,879,17,btc_daily
0.5440848214285713,1.0,0.8039663084504555,0.9756155514687984,0.28976145391994923,0.6022727272727273,False,878,18,btc_daily
0.4896449704142012,1.0,-1.908318035827189,-1.6713311929022687,0.16622747386203915,0.5088757396449705,False,841,19,btc_daily
0.43160800552104905,1.0,1.771159594492558,1.871498591446766,0.09956745713911282,0.7068965517241379,False,868,20,btc_daily
0.5439849624060151,1.0,0.8879534582274039,1.0482941809979516,0.24590517302999443,0.48044692737430167,False,892,21,btc_daily
0.5477139819245082,1.0,1.6045947866058896,1.8385743541083874,0.1293769143076443,0.5666666666666667,False,897,22,btc_daily
